CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
ICICI Bank HPCL Coral Credit Card,2,33,"- Save 3.5% on fuel transactions (2.5% cashback and 1% fuel surcharge waiver).
- Get 2 Reward Points on every retail spend of Rs. 100.
- A 25% discount on movies through BookMyShow.
- Exciting discount offers on dining through the Culinary Treats Programme.
- Earn fuel worth Rs. 500 for 2,000 Reward Points.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/812365fb30e7e8b4bd154f4fba0dec1a.png,0xffB21D28,0xff460607,components_visa_visas,₹ 199 + applicable taxes,₹ 199 + applicable taxes,FALSE,FALSE,FALSE,TRUE,FALSE,32,"-  Reward points on every spend of Rs. 100 on retail purchases.
- 2.5% cashback (up to Rs. 100) on purchasing fuel worth Rs. 500 and more from authorized HPCL fuel outlets.",- Get a discount of 25% on movie tickets through BookMyShow.,- Exclusive discounts and offers on dining at selected restaurants under the culinary treats program.,,,,- You get a 1% fuel surcharge waiver across all HPCL petrol pumps.,"- Redeem payback points for purchasing products, gift vouchers, services, etc. from the product catalog. 
- 1 reward point = ₹ 0.25"
ICICI Bank HPCL Platinum Credit Card,2,379,"- 2 Reward points per Rs. 100 you spend on all retail purchases except fuel.
- 2.5% cashback on fuel purchases at HPCL pumps (maximum cashback of Rs. 100).
- Exclusive dining offers and a minimum discount of 15% on dining bills at partner restaurants with ICICI Bank Culinary Treats Program.
- Card renewal fee is waived on spending Rs. 50,000 in the previous year.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/a180f5fc8d8ee52ff45d41ad983a3a1d.png,0xffB21D28,0xff460607,components_visa_visas,Rs. 199 + GST,Rs. 199 + GST,FALSE,FALSE,FALSE,TRUE,FALSE,328,"- 2 Reward points on spending Rs. 100 on all retail spends except fuel.
- 2.5% cashback (up to Rs. 100) on all fuel transactions at HPCL pumps on swiping the card through ICICI merchant services swipe machines.",- ₹ 100 off on booking movie tickets from BookMyShow two times each month.,- 15% savings on dining through ICICI Bank Culinary Treats Programme.,"- 2 complimentary airport lounge visits outside India and 2 spa sessions at selected airports in India every year, through complimentary Dreamfolks membership",- 2 complimentary airport lounge visits outside India.,,"- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000 at all HPCL petrol pumps.","- Redeem reward points for purchasing products, gift vouchers, fuel, etc.
- 1 reward point = ₹ 0.25"
Emirates Skywards ICICI Bank Rubyx Credit Card,2,387,"- Earn up to 1.5 skywards miles on every ₹ 100 spent on this card.
- Skyward Miles is redeemable against travel-related bookings via Emirates.com.
- Complimentary domestic airport lounge access.
- 25% discount on movie ticket bookings via BookMyShow.
- 1% fuel surcharge waiver.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/eff1d987e2c8a833de5a7da944733bdc.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,336,"- 1.5 Skyward miles on every ₹ 100 spent on every transaction on this card. 
- 1 Skyward miles on every ₹ 100 spent on insurance and utility bills.",- 25% off up to ₹ 100 on booking movie tickets via BookMyShow.,- Discount of 15% or more on dining across several premium restaurants with the ICICI Bank’s Culinary Treats Programme.,- Complimentary domestic lounge access with the dreamfolks membership.,"- 1 complimentary domestic lounge access every quarter on spending Rs. 5,000 or more in the previous quarter.",,- 1% fuel surcharge waiver on all fuel transactions.,- The earned Skyward Miles are automatically credited to the cardholder's Emirates Skywards account.
Emirates Skywards ICICI Bank Sapphiro Credit Card,2,386,"- Welcome benefit of 5,000 bonus Skyward Miles.
- Complimentary Emirates Skywards Silver Tier membership.
- Up to 2 Skyward Miles per Rs. 100 spent.
- Complimentary access to domestic & international airport lounges.
- Buy 1 Get 1 Free movie tickets via BookMyShow.","- 5,000 bonus Skyward Miles and complimentary Emirates Skywards Silver Tier membership.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/d67baedb430c21378376b9772435ffc7.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 5,000 + GST","Rs. 5,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,335,"- 2 Skyward miles on every ₹ 100 retail spends.
- 1 Skyward miles on every ₹ 100 spent on insurance and utility bills.",- Buy 1 Get 1 Free movie tickets on BookMyShow.,- Exclusive discount offers and deals on dining with the Culinary Treats Programme.,- Complimentary access to domestic and international lounges as well as spa sessions.,"- 2 complimentary domestic lounge access every quarter on spending ₹ 5,000 in the previous year. 
- 2 complimentary international lounge access every year.",,- 1% fuel surcharge waiver on all fuel transactions.,- The Skyward Miles that you earn will be automatically credited to your Emirates Skywards account.
ICICI Bank HPCL Super Saver Credit Card,2,30,"- Cashback of Rs. 100 on the HPPay wallet on the first purchase made via the app.
- 5% savings (4% cashback + 1% fuel surcharge waiver) on fuel purchases at HPCL stations (4% cashback capped at Rs. 200 per month).
- 1.5% additional cashback on fuel purchases on HPCL outlets when you use HP Pay app.
- Fuel surcharge waiver of 1% applicable over and above the aforementioned 4% cashback.
- 5% cashback as Reward points on utilities, groceries, and departmental store purchases.
- 2 Reward Points per Rs. 100 spent on all other purchases.","- 2,000 bonus Reward Points on paying the membership fee within 2 months and spending at least Rs. 5,000 within the first 45 days of card issuance.
",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735196139418032417351961394180324CreditCardImage.webp,0xffB21D28,0xff460607,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,TRUE,TRUE,29,"- Cashback of 4% on fuel purchases at all HPCL filling stations. Maximum cashback is capped at Rs. 200 per month, which means you can get a 4% cashback on fuel purchases of up to Rs. 5,000 every month.
- 5% cashback as ICICI Reward points (20 Reward Points per Rs. 100 spent) on utility and departmental store purchases. Maximum Reward POints benefit is capped at 400 Reward points per payment cycle, which means you can get a maximum cashback of Rs. 100 each month on these categories.
- 2 Reward points per Rs. 100 spent for all other domestic and international transactions.",- 25% discount (max Rs. 100 per transaction) on movie tickets booked on BookMyShow and Inox movies individually.,- Exclusive offers and discounts on dining at partner restaurants under the ICICI bank Culinary Treats Program.,- Complimentary domestic airport lounge access under Visa Domestic Lounge Program,- 1 complimentary lounge access every quarter to domestic airports under Visa Domestic Lounge Program.,,- 1% fuel surcharge waiver at all fuel pumps.,- The Rewards you earn can be redeemed against cashback or some other options at a conversion rate of 1 Reward Point = Rs. 0.25.
ICICI Bank Platinum Chip Credit Card,2,85,"- 2 Reward Points for every Rs. 100 you spend with the card (except on utilities, insurance and fuel).
- 1 Reward Point for every Rs. 100 you spend on fuel purchases.
- Minimum 15% off on dining transactions at partner restaurants under the ICICI Bank Culinary Treats Program.
- 25% discount on movie tickets on BookMyShow on purchasing 2 movie tickets in a single transaction (max twice in a month).",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/098447fbd44385e958f001007dabaf87.png,0xffB21D28,0xff460607,components_visa_visas,Nil,Nil,TRUE,FALSE,FALSE,FALSE,TRUE,77,"- 2 Reward Points per Rs. 100 spent using your card.
- 1 Reward Point per Rs. 100 spent on insurance related transactions or utility bills.",- 25% off on booking minimum 2 movie tickets from BookMyShow twice a month.,- Up to 15% off on dining at selected restaurants under the culinary treats program.,,,,"- 1% fuel surcharge waiver on all fuel transactions up to ₹ 4,000.","- Redeem payback points for purchasing products, gift vouchers, etc. form the Payback reward catalog. 
- 1 reward point = ₹ 0.25"
ICICI Bank Mine Credit Card,2,86,"- Choose one out of the three plans as per your requirements.
- Save up to 5% on your spends.
- 2 month complimentary subscription to EazyDiner Prime Membership.
- 6 month free membership of Mindhouse App.
- Complimentary domestic airport and railway lounge access.
- Spend based waiver of monthly membership fee.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1710999421598317317109994215983173CreditCardImage.webp,0xffB21D28,0xff460607,components_visa_visas,Nil,Nil,FALSE,FALSE,TRUE,FALSE,FALSE,78,"- 5% cashback on every ₹ 100 spent at exclusive partner brands (with the Pro & Premium Plans).
- 1% cashback on every ₹ 100 spent on other retail transactions (with all three plans).",,- 2 months subscription to EazyDiner prime membership with the premium plan.,- Complimentary domestic airport and railway lounge access every month.,"- 1 complimentary domestic lounge access per month with the premium plan.
- 1 complimentary railway lounge access per month with the Pro & Premium Plan.",,- 1% fuel surcharge waiver on all fuel transactions at all HPCL petrol pumps.,- 1 Mine cash is equivalent to Rs 0.5 on redemption against the ICICI Bank Reward catalog and 1 Mine cash is equivalent to Rs. 1 on redemption against statement balance.
Accelero ICICI Bank Credit Card,2,84,"- 2 Reward Points for every Rs. 100 spent.
- An additional cashback of 2.5% on fuel purchases from HPCL pumps.
- Spend based annual fee waiver.
- Get a complimentary car wash.
- Get complimentary 24*7 roadside assistance.
- 1 complimentary airport lounge access every quarter.
- 25% discount on movies through Bookmyshow.
- A discount of 15% or more on dining.","- Complimentary roadside repair services, car wash, general checkup, etc for the first year.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/5c3815fe53cedbc6b15172427e9b11b7.png,0xffB21D28,0xff460607,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,TRUE,FALSE,FALSE,FALSE,76,"- Reward Points on every domestic/international spend of Rs. 100.
- A cashback of 2.5% at all HPCL petrol pumps on swiping your Accelero ICICI Bank credit card. With this offer, you can get a maximum benefit of Rs. 200 per month.",- 25% off on movie tickets while booking through Bookmyshow and Inox.,- Get exclusive dining benefits through the ICICI Bank Culinary Treats Programme.,- Complimentary domestic lounge access each quarter.,- 1 complimentary visit to the domestic lounge per quarter.,,- 1% fuel surcharge waiver on fuel transactions at all HPCL petrol pumps.,"- Redeem payback points for purchasing products, gift vouchers, etc. from the Payback.in.
- 1 Reward point = ₹ 0.25"
Amazon Pay ICICI Bank Credit Card,2,29,"- Amazon Prime users get 5% cashback on all purchases made on Amazon.
- Non-Prime users get 3% cashback on Amazon.
- Additional cashback on Amazon is applicable only for purchases made on Amazon India (amazon.in).
- 2% cashback at over 100 partner merchants using this card on Amazon Pay.
- 1% cashback on other retail transactions.","- Cashback and Discounts Up to Rs. 2,000 and Free 3-Month Prime Membership",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1703827776060137117038277760601371CreditCardImage.webp,0xffB21D28,0xff460607,components_visa_visas,Nil,Nil,FALSE,FALSE,FALSE,FALSE,TRUE,28,"- 5% Cashback for prime members on shopping through Amazon.
- 3% Cashback for non-prime members on shopping through Amazon.
- 2% Cashback on partner merchants. 
- 1% Cashback on all other payments except fuel purchases. ",,"- 15% off on dining at partner restaurant under the culinary treats program.
",,,,"- 1%  fuel surcharge waiver on fuel transactions up to ₹4,000. ",- Reward points earned on this card are credited directly to the Amazon Pay Balance in the form of cashback. You can use the cashback to make purchases on Amazon.
MakeMyTrip ICICI Bank Signature Credit Card,2,76,"- Get 1.25 My Cash on every Rs. 200 you spend on domestic purchases outside MakeMyTrip.
- 1.5 My Cash on every Rs. 200 spent on international purchases outside MakeMyTrip.
- 2 My Cash on every Rs. 200 spent on flight bookings through MakeMyTrip.
- 4 My CashPoints per Rs. 200 you spend on hotel or holiday bookings through MakeMyTrip.","- Get 1,500 My Cash, MakeMyTrip holiday voucher worth Rs. 2,500, and MMTBLACK enrolment.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/1cfc8b5b911fde190c49d27eb3f3345a.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 2,500 + GST",Nil,FALSE,TRUE,FALSE,FALSE,FALSE,69,"- 4 My Cash on every ₹ 200 spent on hotel booking via MakeMyTrip.
- 2 My Cash on every ₹ 200 spent on flight bookings via MakeMyTrip.
- 1.5 My Cash on every ₹ 200 spent on international transactions.
- 1.25 My Cash on every ₹ 200 spent on domestic transactions.

",- Up to 25% off on booking movie tickets from BookMyShow & INOX.,- Exclusive discounts & offers on dining at selected restaurants under the culinary treats program.,- You get complimentary domestic & international lounge visits quarterly.,"- 2 complimentary access to domestic lounges per quarter on spending over Rs. 5,000 in a quarter.",,- 1% fuel surcharge waiver on all fuel transactions.,- The rewards you earn are transferred to MakeMyTrip My Wallet as My Cash.
MakeMyTrip ICICI Bank Platinum Credit Card,2,79,"- Rs. 500 My Cash and Rs. 3,000 holiday voucher as a joining benefit.
- Extended validity of 1.5 years on the Joining Benefit My Cash.
- Bonus My Cash on achieving the stipulated spends based milestones.
- 25% discount on movie tickets on BookMyShow and INOX on booking two tickets in a single transaction (offer applicable max twice in a month).
- Exclusive dining offers with ICICI Culinary Treats Program.
- 1 complimentary domestic airport lounge access per quarter if a minimum of Rs. 5,000 were spent in the previous quarter.","- Rs. 500 My Cash and MakeMyTrip holiday voucher worth Rs. 3,000.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/ddf1620d1e383b169b3fa409ec2087a9.png,0xffB21D28,0xff460607,components_visa_visas,Rs. 500 + GST,NIL,FALSE,TRUE,FALSE,FALSE,FALSE,72,"- Rs. 3 My Cash per Rs. 200 on hotel/holiday bookings on MMT
- Rs. 2 My Cash on flight bookings on MMT
- Rs. 1.25 My Cash on all international spends outside MMT
- Re. 1 My Cash on all domestic spends outside MMT",- Up to 25% off on booking two movie tickets from BookMyShow and INOX twice a month.,- Exclusive discounts and offers on dining at selected restaurants under the culinary treats program.,- Complimentary airport lounge access.,"- 1 complimentary domestic lounge access per quarter on spending ₹ 5,000 in the previous quarter.",,"- 1% fuel surcharge waiver on maximum fuel transactions of ₹ 4,000 at HPCL petrol pumps.","- Redeem My Cash for booking flights/hotels from MakeMyTrip.
- 1 My Cash = ₹ 1."
